* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:33:49 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 Blue R
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
90.447670 88.639 175.0726
91.103088 88.623 175.0042
91.763260 88.608 174.9343
92.428215 88.593 174.8565
93.097992 88.576 174.7734
93.772614 88.557 174.7046
94.452133 88.541 174.6489
95.136566 88.526 174.5806
95.825966 88.509 174.5040
96.520363 88.490 174.4438
97.219788 88.474 174.3901
97.924286 88.457 174.3224
98.633881 88.439 174.2571
99.348625 88.421 174.2079
100.068542 88.405 174.1520
100.793686 88.389 174.0797
101.524078 88.369 174.0156
102.259766 88.351 173.9694
103.000778 88.336 173.9188
103.747162 88.319 173.8512
104.498962 88.300 173.7880
105.256203 88.281 173.7480
106.018929 88.265 173.7099
106.787186 88.248 173.6567
107.561012 88.230 173.6062
108.340446 88.211 173.5634
109.125526 88.193 173.5208
109.916290 88.174 173.4851
110.712791 88.156 173.4517
111.515060 88.138 173.4146
112.323143 88.120 173.3743
113.137085 88.100 173.3314
113.956924 88.079 173.3082
114.782700 88.063 173.2922
115.614464 88.046 173.2452
116.452255 88.026 173.1998
117.296112 88.006 173.1761
118.146095 87.988 173.1556
119.002228 87.973 173.1290
119.864563 87.956 173.0740
120.733154 87.931 173.0445
121.608040 87.913 173.0727
122.489258 87.902 173.0475
123.376869 87.880 172.9815
124.270905 87.856 172.9810
125.171425 87.839 172.9719
126.078468 87.818 172.9335
126.992081 87.796 172.9474
127.912323 87.783 172.9280
128.839233 87.761 172.8892
129.772842 87.741 172.9146
130.713242 87.727 172.9059
131.660431 87.707 172.8929
132.614502 87.689 172.8911
133.575485 87.666 172.8767
134.543427 87.645 172.9244
135.518387 87.632 172.9174
136.500412 87.609 172.9044
137.489548 87.594 172.9328
138.485855 87.577 172.8828
139.489380 87.551 172.8987
140.500168 87.537 172.9308
141.518295 87.519 172.9079
142.543793 87.498 172.9185
143.576721 87.479 172.9338
144.617142 87.461 172.9423
145.665100 87.442 172.9341
146.720642 87.418 172.9517
147.783844 87.400 173.0038
148.854752 87.385 172.9954
149.933411 87.360 173.0152
